,NS,surface_total_in_m2,rooms,price
129668,54,25.0,1.0,74000.0
129834,58,54.0,2.0,215000.0
129839,48,45.0,1.0,150000.0
129840,48,45.0,1.0,150000.0
129848,39,39.0,1.0,117000.0
129851,50,98.0,3.0,260000.0
129856,54,61.0,2.0,139500.0
129931,50,300.0,4.0,1200000.0
129943,50,194.0,3.0,520000.0
129944,32,29.0,1.0,1501000.0
129948,59,183.0,4.0,440000.0
129953,45,260.0,7.0,640000.0
129954,45,260.0,7.0,640000.0
129955,56,94.0,4.0,315000.0
129958,44,40.0,1.0,96400.0
129970,59,64.0,2.0,191000.0
129974,56,22.0,1.0,72000.0
129992,54,114.0,3.0,775000.0
130002,59,85.0,3.0,580000.0
130027,20,104.0,5.0,139000.0
130054,50,41.0,1.0,125000.0
130078,56,184.0,6.0,700000.0
130101,54,110.0,3.0,430000.0
130106,54,277.0,4.0,620000.0
130107,51,277.0,4.0,620000.0
130111,50,41.0,1.0,122500.0
130125,53,300.0,8.0,1000000.0
130126,49,48.0,2.0,205500.0
130127,49,48.0,2.0,208000.0
130128,49,50.0,2.0,213000.0
130129,49,48.0,2.0,210500.0
130138,54,54.0,3.0,210000.0
130142,50,37.0,1.0,185000.0
130144,56,44.0,2.0,230000.0
130145,59,270.0,4.0,750000.0
130147,27,50.0,3.0,115000.0
130148,49,32.0,2.0,85000.0
130153,23,151.0,4.0,133000.0
130154,58,41.0,1.0,125000.0
130156,32,84.0,3.0,184000.0
130163,54,102.0,4.0,378000.0
130165,35,24.0,2.0,83000.0
130175,56,137.0,5.0,550000.0
130176,58,30.0,1.0,115000.0
130177,54,33.0,1.0,96000.0
130184,56,243.0,5.0,860000.0
130185,46,76.0,3.0,163000.0
130186,60,91.0,2.0,400000.0
130187,60,91.0,2.0,500000.0
130195,51,46.0,1.0,109000.0
130198,39,41.0,2.0,100000.0
130201,26,65.0,3.0,118000.0
130202,56,55.0,2.0,159000.0
130204,53,128.0,4.0,380000.0
130208,5,237.0,6.0,135000.0
130212,54,148.0,4.0,750000.0
130214,49,85.0,3.0,375000.0
130215,53,75.0,3.0,345000.0
130219,18,97.0,3.0,152000.0
130221,60,193.0,3.0,2500000.0
130227,39,33.0,1.0,69995.0
130230,39,49.0,2.0,190000.0
130231,39,49.0,2.0,190000.0
130232,39,37.0,1.0,119000.0
130234,39,39.0,1.0,117000.0
130237,30,90.0,3.0,170000.0
130238,53,120.0,4.0,380000.0
130239,32,55.0,3.0,142999.0
130243,56,117.0,4.0,387000.0
130246,56,100.0,4.0,185000.0
130250,51,34.0,1.0,79000.0
130251,50,34.0,1.0,79000.0
130252,10,34.0,1.0,79000.0
130258,27,48.0,2.0,130000.0
130262,54,90.0,3.0,235000.0
130269,3,90.0,3.0,109000.0
130275,55,37.0,2.0,125000.0
130279,39,158.0,4.0,330000.0
130290,53,31.0,1.0,98000.0
130292,56,92.0,3.0,359000.0
130294,54,197.0,5.0,720000.0
130296,54,472.0,5.0,1420000.0
130299,56,440.0,6.0,2400000.0
130300,20,35.0,1.0,100000.0
130301,44,110.0,4.0,360000.0
130303,54,201.0,4.0,950000.0
130305,60,188.0,3.0,1050000.0
130306,38,32.0,1.0,61500.0
130308,20,35.0,1.0,100000.0
130309,38,41.0,1.0,66500.0
130310,38,42.0,1.0,65000.0
130311,38,40.0,1.0,70000.0
130312,38,42.0,1.0,67000.0
130317,49,58.0,1.0,140000.0
130318,49,70.0,2.0,240000.0
130320,51,60.0,3.0,365000.0
130321,39,263.0,4.0,220000.0
130324,27,45.0,1.0,99500.0
130331,48,32.0,1.0,89000.0
130332,56,184.0,6.0,570000.0
130333,50,184.0,6.0,570000.0
130335,54,138.0,5.0,370000.0
130336,50,95.0,3.0,379000.0
130337,51,45.0,2.0,153000.0
130338,54,64.0,2.0,155000.0
130340,56,250.0,6.0,558000.0
130343,50,100.0,3.0,250000.0
130345,7,58.0,3.0,129000.0
130347,55,37.0,1.0,130000.0
130350,54,37.0,1.0,130000.0
130351,53,43.0,1.0,125000.0
130352,60,44.0,1.0,230000.0
130355,59,206.0,5.0,1050000.0
130359,49,56.0,2.0,194500.0
130366,55,81.0,2.0,350000.0
130368,53,84.0,3.0,260000.0
130371,54,73.0,2.0,160000.0
130372,49,37.0,1.0,135500.0
130452,39,64.0,3.0,185000.0
130453,39,63.0,3.0,159000.0
130457,54,46.0,1.0,112000.0
130461,53,71.0,3.0,165000.0
130463,51,34.0,1.0,113000.0
130464,56,124.0,5.0,415000.0
130467,53,60.0,2.0,305000.0
130468,53,60.0,2.0,295000.0
130470,16,37.0,2.0,79000.0
130472,40,67.0,3.0,256000.0
130479,45,266.0,5.0,395000.0
130480,26,302.0,4.0,390000.0
130483,5,373.0,6.0,220000.0
130484,24,105.0,4.0,168000.0
130485,39,157.0,3.0,269000.0
130562,12,26.0,1.0,54000.0
130566,27,39.0,1.0,85000.0
130611,54,51.0,1.0,230000.0
130614,32,47.0,2.0,126000.0
130615,32,47.0,2.0,127000.0
130616,32,47.0,2.0,128000.0
130617,54,52.0,2.0,268000.0
130618,54,33.0,1.0,170000.0
130619,54,32.0,1.0,168000.0
130629,32,152.0,4.0,345000.0
130648,48,63.0,3.0,159000.0
130652,54,84.0,3.0,336000.0
130653,24,64.0,2.0,149000.0
130670,52,36.0,2.0,85000.0
130675,54,51.0,2.0,245000.0
130676,59,38.0,2.0,180000.0
130700,46,82.0,2.0,175000.0
130704,56,132.0,3.0,280000.0
130705,54,132.0,3.0,280000.0
130710,23,122.0,3.0,115000.0
130711,56,132.0,4.0,280000.0
130712,54,132.0,4.0,280000.0
130720,23,125.0,4.0,155000.0
130736,36,120.0,5.0,120000.0
130914,56,261.0,5.0,850000.0
130945,35,40.0,2.0,87000.0
130951,28,52.0,2.0,119000.0
130955,50,42.0,2.0,118500.0
130962,46,83.0,4.0,339000.0
130963,46,83.0,4.0,339000.0
130964,39,89.0,4.0,380000.0
130966,54,67.0,4.0,198000.0
130972,3,92.0,3.0,155000.0
130973,11,70.0,3.0,129000.0
130974,39,91.0,4.0,180000.0
130977,39,73.0,4.0,170000.0
130983,60,60.0,2.0,210000.0
130984,21,270.0,4.0,355000.0
130991,9,35.0,2.0,66000.0
131000,53,84.0,4.0,250000.0
131001,39,201.0,4.0,245000.0
131005,40,150.0,5.0,285000.0
131056,10,70.0,3.0,260000.0
131063,54,36.0,1.0,110000.0
131068,32,116.0,4.0,308000.0
131088,56,117.0,4.0,310000.0
131091,6,110.0,4.0,310000.0
131092,6,90.0,4.0,295000.0
131093,56,63.0,2.0,230000.0
131094,12,220.0,4.0,325000.0
131095,59,89.0,3.0,350000.0
131096,59,89.0,4.0,350000.0
131099,53,35.0,1.0,96000.0
131100,53,35.0,1.0,96000.0
131101,53,34.0,1.0,91000.0
131102,53,27.0,1.0,73500.0
131104,53,367.0,5.0,788000.0
131107,56,135.0,3.0,548000.0
131108,56,113.0,2.0,440000.0
131109,57,67.0,3.0,222000.0
131110,9,56.0,3.0,140000.0
131111,34,60.0,3.0,130000.0
131112,42,70.0,2.0,153000.0
131113,34,117.0,4.0,265000.0
131114,42,64.0,2.0,134640.0
131115,56,75.0,3.0,295000.0
131120,54,245.0,6.0,890000.0
131123,56,36.0,1.0,135000.0
131124,56,39.0,1.0,260000.0
131125,58,51.0,1.0,230000.0
131127,19,28.0,1.0,65000.0
131129,27,46.0,2.0,102000.0
131130,58,44.0,1.0,117036.0
131136,58,64.0,2.0,176438.0
131137,54,124.0,4.0,449000.0
131142,32,155.0,4.0,345000.0
131143,12,54.0,2.0,115000.0
131144,53,61.0,3.0,172600.0
131147,45,73.0,3.0,150000.0
131154,49,38.0,1.0,129570.0
131156,58,44.0,1.0,128101.0
131158,28,60.0,1.0,109000.0
131159,56,124.0,3.0,487000.0
131161,58,44.0,1.0,131925.0
131162,58,44.0,1.0,130430.0
131164,58,44.0,1.0,134281.0
131165,58,44.0,1.0,132759.0
131168,58,44.0,1.0,135088.0
131176,15,138.0,3.0,268000.0
131179,53,95.0,5.0,259000.0
131181,39,42.0,2.0,100000.0
131182,32,42.0,2.0,106000.0
131188,4,65.0,3.0,72000.0
131189,24,60.0,2.0,85000.0
131234,53,340.0,6.0,680000.0
131239,13,163.0,5.0,280000.0
131291,23,35.0,1.0,82000.0
131353,60,168.0,4.0,850000.0
131354,52,39.0,1.0,118000.0
131356,54,46.0,1.0,189000.0
131360,41,162.0,2.0,210000.0
131364,45,45.0,1.0,75000.0
131369,41,90.0,4.0,165000.0
131370,18,90.0,4.0,165000.0
131374,41,162.0,3.0,210000.0
131384,48,57.0,2.0,150000.0
131399,59,67.0,1.0,208000.0
131401,54,67.0,1.0,208000.0
131402,60,96.0,3.0,575000.0
131406,39,152.0,4.0,330000.0
131410,54,75.0,3.0,252000.0
131415,54,124.0,3.0,370000.0
131418,12,80.0,3.0,180000.0
131419,50,68.0,2.0,145000.0
131442,54,45.0,1.0,105000.0
131447,60,65.0,2.0,350000.0
131448,12,48.0,2.0,110000.0
131449,12,40.0,2.0,105000.0
131480,60,214.0,4.0,1570000.0
131482,48,57.0,2.0,150000.0
131483,20,48.0,2.0,2010100.0
131484,20,3472.0,1.0,1444900.0
131485,20,48.0,2.0,2010100.0
131486,20,3472.0,1.0,1444900.0
131487,20,3562.0,1.0,1484100.0
131488,20,3562.0,1.0,1342700.0
131489,20,3472.0,1.0,1307300.0
131490,20,38.0,1.0,1436400.0
131491,56,335.0,1.0,95000.0
131515,2,113.0,3.0,115000.0
131516,2,80.0,3.0,145000.0
131517,2,50.0,3.0,50000.0
131535,24,73.0,3.0,131000.0
131538,21,51.0,2.0,120000.0
131581,56,192.0,4.0,600000.0
131584,54,185.0,4.0,950000.0
131586,44,62.0,4.0,142000.0
131587,10,35.0,1.0,75000.0
131596,56,110.0,3.0,490000.0
131597,56,164.0,5.0,410000.0
131599,39,37.0,1.0,79781.0
131600,39,43.0,1.0,96715.0
131604,53,80.0,3.0,425000.0
131605,53,75.0,4.0,280000.0
131617,54,90.0,3.0,295000.0
131621,34,39.0,1.0,105000.0
131622,54,36.0,2.0,130000.0
131624,51,34.0,2.0,115000.0
131631,56,299.0,8.0,760000.0
131639,12,141.0,3.0,105000.0
131647,39,61.0,1.0,140875.0
131653,39,49.0,1.0,111895.0
131658,39,33.0,1.0,74292.0
131665,60,160.0,3.0,1200000.0
131667,60,160.0,3.0,1250000.0
131668,39,75.0,3.0,185000.0
131669,60,160.0,3.0,1199999.0
131677,56,196.0,3.0,575000.0
131678,46,110.0,4.0,415000.0
131682,59,238.0,6.0,1250000.0
131688,16,40.0,3.0,80000.0
131691,24,200.0,4.0,290000.0
131692,58,34.0,1.0,96000.0
131693,3,40.0,2.0,60000.0
131702,34,33.0,1.0,84999.0
131704,34,33.0,1.0,80999.0
131705,34,33.0,1.0,82999.0
131706,34,52.0,2.0,140999.0
131707,53,49.0,2.0,170000.0
131708,34,50.0,2.0,136999.0
131709,34,52.0,2.0,141999.0
131710,34,50.0,2.0,137999.0
131711,34,50.0,2.0,140999.0
131712,34,52.0,2.0,143999.0
131713,34,50.0,2.0,141999.0
131714,34,52.0,2.0,146999.0
131715,34,50.0,2.0,142999.0
131716,34,52.0,2.0,149999.0
131717,34,50.0,2.0,143999.0
131719,56,270.0,8.0,880000.0
131720,51,231.0,6.0,685000.0
131723,20,61.0,3.0,110000.0
131724,39,126.0,5.0,330000.0
131725,53,173.0,7.0,650000.0
131726,60,91.0,2.0,480000.0
131754,44,57.0,1.0,138000.0
131794,46,41.0,1.0,110000.0
131795,39,204.0,4.0,395000.0
131801,44,190.0,6.0,268000.0
131805,54,125.0,4.0,460000.0
131812,39,200.0,4.0,399000.0
131813,12,83.0,4.0,120000.0
131824,2,200.0,2.0,158000.0
131827,48,81.0,3.0,243000.0
131828,54,76.0,3.0,192500.0
131838,54,126.0,4.0,489000.0
131845,53,281.0,7.0,720000.0
131850,54,35.0,1.0,105000.0
131851,45,174.0,3.0,309500.0
131852,54,70.0,2.0,173000.0
131853,9,42.0,2.0,75000.0
131854,48,46.0,2.0,120000.0
131855,33,169.0,6.0,319000.0
131856,54,268.0,4.0,850000.0
131869,54,255.0,6.0,660000.0
131870,11,218.0,3.0,199000.0
131871,53,54.0,2.0,138000.0
131872,48,125.0,4.0,375000.0
131873,4,59.0,3.0,120000.0
131876,9,83.0,4.0,124900.0
131879,11,64.0,3.0,129500.0
131880,30,323.0,4.0,340000.0
131881,39,86.0,4.0,215000.0
131891,9,25.0,1.0,50000.0
131901,39,131.0,4.0,460000.0
131905,39,36.0,1.0,79000.0
131913,54,69.0,2.0,360000.0
131914,22,86.0,3.0,190000.0
131915,54,48.0,3.0,168000.0
131916,56,324.0,5.0,670000.0
131918,45,249.0,4.0,340000.0
131923,13,103.0,3.0,230000.0
131928,39,60.0,3.0,150000.0
131937,12,125.0,3.0,160000.0
131964,13,56.0,3.0,159000.0
131966,7,165.0,4.0,260000.0
131995,53,49.0,3.0,145000.0
131996,53,49.0,3.0,145000.0
132005,53,30.0,2.0,72000.0
132011,56,93.0,3.0,360000.0
132012,32,120.0,4.0,282900.0
132060,53,124.0,4.0,480000.0
132065,56,400.0,4.0,2200000.0
132067,49,76.0,3.0,172000.0
132068,14,35.0,1.0,93000.0
132069,38,189.0,3.0,284900.0
132083,53,49.0,2.0,148000.0
132088,53,31.0,2.0,83500.0
132090,46,48.0,2.0,210000.0
132093,53,74.0,4.0,225000.0
132094,53,90.0,3.0,420000.0
132102,32,47.0,1.0,98000.0
132104,53,95.0,4.0,330000.0
132105,28,36.0,1.0,70000.0
132112,23,92.0,4.0,115000.0
132118,53,60.0,3.0,185000.0
132120,53,144.0,3.0,590000.0
132126,56,24.0,1.0,101207.0
132127,9,45.0,3.0,75000.0
132128,54,22.0,1.0,80000.0
132129,53,674.0,7.0,950000.0
132136,55,175.0,5.0,465000.0
132182,55,36.0,1.0,146800.0
132183,53,36.0,1.0,138400.0
132184,53,32.0,1.0,145300.0
132185,53,35.0,1.0,148100.0
132186,55,36.0,1.0,153000.0
132187,54,36.0,1.0,155800.0
132188,39,33.0,1.0,109800.0
132189,39,33.0,1.0,108000.0
132190,39,34.0,1.0,110300.0
132191,39,32.0,1.0,104700.0
132192,53,35.0,1.0,153400.0
132193,39,31.0,1.0,100600.0
132194,39,31.0,1.0,102200.0
132195,39,61.0,2.0,209500.0
132196,51,62.0,1.0,240000.0
132197,39,32.0,1.0,101500.0
132198,39,34.0,1.0,100700.0
132199,39,34.0,1.0,105800.0
132200,39,34.0,1.0,102700.0
132201,39,34.0,1.0,106900.0
132205,12,78.0,4.0,165000.0
132207,39,33.0,1.0,107800.0
132208,39,29.0,1.0,88100.0
132209,39,39.0,1.0,118500.0
132215,18,47.0,2.0,1722769.0
132217,18,61.0,2.0,2003071.0
132218,18,57.0,2.0,1851260.0
132219,18,29.0,1.0,1061754.0
132220,18,29.0,1.0,1068280.0
132221,18,36.0,1.0,1342081.0
132222,18,52.0,1.0,1632822.0
132223,18,36.0,1.0,1364203.0
132224,18,45.0,1.0,1522619.0
132227,53,57.0,2.0,199420.0
132228,32,45.0,1.0,119000.0
132231,35,74.0,3.0,180000.0
132233,31,37.0,2.0,119000.0
132234,51,125.0,3.0,370000.0
132235,15,62.0,3.0,140000.0
132236,32,89.0,4.0,189000.0
132237,39,37.0,2.0,110000.0
132238,19,84.0,3.0,186000.0
132239,32,65.0,4.0,155000.0
132240,34,76.0,4.0,144000.0
132241,18,76.0,3.0,144000.0
132242,18,76.0,3.0,144000.0
132243,9,84.0,3.0,186000.0
132244,14,84.0,3.0,186000.0
132245,19,84.0,3.0,186000.0
132246,9,84.0,3.0,186000.0
132247,54,30.0,1.0,93000.0
132248,34,97.0,4.0,235000.0
132249,34,37.0,2.0,119000.0
132251,9,55.0,3.0,100000.0
132252,32,41.0,1.0,98000.0
132253,9,181.0,4.0,300000.0
132254,34,100.0,3.0,189000.0
132255,9,92.0,4.0,190000.0
132256,10,250.0,6.0,320000.0
132259,56,196.0,4.0,575000.0
132260,56,201.0,4.0,530000.0
132261,56,114.0,4.0,325000.0
132271,44,40.0,1.0,87000.0
132274,55,300.0,5.0,790000.0
132276,56,174.0,4.0,450000.0
132283,60,37.0,1.0,235000.0
132284,53,46.0,1.0,160000.0
132291,54,102.0,3.0,390000.0
132292,51,102.0,3.0,390000.0
132293,9,41.0,1.0,110000.0
132297,54,47.0,2.0,143500.0
132302,56,37.0,2.0,132000.0
132310,54,38.0,1.0,130000.0
132317,53,75.0,3.0,279000.0
132325,48,23.0,1.0,85000.0
132326,44,53.0,2.0,115000.0
132328,9,87.0,4.0,155000.0
132329,39,40.0,1.0,98000.0
132330,44,40.0,1.0,89000.0
132332,44,53.0,2.0,118000.0
132333,44,40.0,1.0,91000.0
132335,39,45.0,1.0,63000.0
132336,11,51.0,3.0,90000.0
132337,44,53.0,2.0,125600.0
132338,44,102.0,3.0,185000.0
132341,49,51.0,2.0,210000.0
132342,35,69.0,2.0,141316.0
132346,45,55.0,2.0,138000.0
132349,19,141.0,4.0,239000.0
132352,51,105.0,3.0,259500.0
132356,51,43.0,3.0,154000.0
132382,56,309.0,7.0,598000.0
132384,10,122.0,5.0,240000.0
132385,14,122.0,5.0,240000.0
132386,18,36.0,1.0,105000.0
132387,17,36.0,1.0,105000.0
132388,59,244.0,5.0,855000.0
132389,54,244.0,5.0,855000.0
132390,54,244.0,6.0,855000.0
132391,50,115.0,4.0,400000.0
132392,56,115.0,4.0,400000.0
132393,51,115.0,4.0,400000.0
132394,59,92.0,3.0,420000.0
132395,59,133.0,3.0,590000.0
132399,46,52.0,2.0,215000.0
132400,53,90.0,3.0,350000.0
132401,53,90.0,4.0,350000.0
132402,49,90.0,4.0,350000.0
132403,49,90.0,3.0,350000.0
132404,54,125.0,4.0,499000.0
132405,54,89.0,3.0,395000.0
132406,56,309.0,6.0,598000.0
132407,56,309.0,5.0,598000.0
132408,50,400.0,7.0,1200000.0
132409,56,125.0,4.0,499000.0
132410,56,270.0,4.0,795000.0
132411,56,270.0,5.0,795000.0
132412,56,105.0,4.0,289000.0
132422,49,119.0,2.0,390000.0
132439,35,65.0,3.0,115000.0
132440,45,47.0,2.0,95000.0
132454,49,119.0,3.0,390000.0
132455,56,128.0,4.0,380000.0
132457,49,119.0,3.0,390000.0
132503,44,116.0,3.0,295000.0
132505,16,160.0,5.0,219000.0
132506,39,50.0,3.0,124500.0
132507,12,30.0,2.0,95000.0
132508,32,98.0,4.0,230000.0
132509,45,130.0,3.0,289000.0
132515,56,94.0,4.0,269900.0
132516,53,115.0,4.0,309500.0
132517,12,502.0,6.0,850000.0
132523,23,500.0,6.0,370000.0
132524,49,50.0,2.0,189900.0
132526,46,123.0,2.0,135000.0
132530,46,110.0,5.0,150000.0
132531,47,39.0,2.0,115000.0
132532,47,30.0,1.0,105000.0
132533,34,66.0,2.0,180000.0
132534,34,47.0,2.0,180000.0
132535,34,47.0,2.0,180000.0
132538,24,132.0,5.0,247000.0
132539,51,122.0,5.0,345000.0
132540,56,31.0,2.0,99000.0
132552,6,66.0,3.0,105000.0
132556,16,80.0,3.0,140000.0
132557,28,164.0,4.0,400000.0
132570,20,60.0,3.0,120000.0
132571,32,75.0,3.0,110000.0
132577,32,93.0,4.0,230000.0
132578,19,71.0,3.0,163000.0
132590,56,398.0,6.0,1900000.0
132591,32,59.0,2.0,182900.0
132592,32,69.0,3.0,158000.0
132597,45,51.0,3.0,125000.0
132598,56,310.0,6.0,1200000.0
132609,56,80.0,3.0,280000.0
132612,35,363.0,7.0,550000.0
132623,53,112.0,4.0,345000.0
132627,27,113.0,3.0,195000.0
132639,40,123.0,2.0,174000.0
132640,40,40.0,1.0,92000.0
132641,45,70.0,3.0,120000.0
132643,39,73.0,4.0,219000.0
132646,12,113.0,4.0,325000.0
132647,53,138.0,3.0,485000.0
132650,21,320.0,3.0,379900.0
132651,45,352.0,4.0,465000.0
132653,60,125.0,4.0,750000.0
132661,27,255.0,6.0,549000.0
132679,51,64.0,3.0,365000.0
132682,50,280.0,4.0,900000.0
132734,54,38.0,1.0,114800.0
132735,54,61.0,2.0,189200.0
132737,2,68.0,4.0,60000.0
132739,2,83.0,1.0,75000.0
132785,56,120.0,3.0,325000.0
132786,56,102.0,4.0,420000.0
132793,34,35.0,1.0,70000.0
132797,51,147.0,4.0,330000.0
132863,60,88.0,2.0,1174000.0
132864,60,102.0,2.0,1364000.0
132866,60,103.0,2.0,1390000.0
132903,39,45.0,1.0,106050.0
132904,12,40.0,2.0,77000.0
132905,54,50.0,2.0,169000.0
132910,32,28.0,2.0,72000.0
132914,56,158.0,4.0,385000.0
132917,54,240.0,5.0,990000.0
132919,35,87.0,2.0,176510.0
132920,49,48.0,2.0,208000.0
132943,46,35.0,1.0,99000.0
132946,9,52.0,2.0,100000.0
132951,54,75.0,4.0,229000.0
132953,55,50.0,3.0,141000.0
132954,41,179.0,4.0,350000.0
132955,51,66.0,2.0,360000.0
132956,34,40.0,1.0,120000.0
132959,51,98.0,4.0,220000.0
132962,54,106.0,4.0,435000.0
132966,28,23.0,1.0,57000.0
132967,54,45.0,1.0,105000.0
132968,59,137.0,5.0,444000.0
132969,53,58.0,3.0,125000.0
132971,59,137.0,4.0,540000.0
132973,32,41.0,1.0,120000.0
132974,12,65.0,3.0,138000.0
132975,54,200.0,4.0,900000.0
132976,54,405.0,5.0,1800000.0
132977,20,29.0,1.0,69000.0
132978,54,130.0,4.0,435000.0
132983,58,47.0,2.0,260000.0
132984,57,49.0,2.0,120000.0
133009,22,74.0,3.0,185000.0
133016,56,162.0,6.0,495000.0
133018,56,154.0,4.0,340000.0
133020,9,138.0,4.0,211000.0
133023,54,70.0,3.0,270000.0
133028,56,44.0,2.0,107000.0
133031,19,138.0,4.0,211000.0
133040,10,31.0,1.0,75000.0
133042,60,195.0,4.0,1400000.0
133043,54,182.0,6.0,485000.0
133067,49,39.0,1.0,119050.0
133068,49,39.0,1.0,218300.0
133069,46,50.0,2.0,130300.0
133070,49,74.0,2.0,253700.0
133071,49,63.0,2.0,231665.0
133072,49,64.0,1.0,191500.0
133073,56,110.0,4.0,335000.0
133074,39,128.0,3.0,287000.0
133090,4,104.0,3.0,98000.0
133091,56,112.0,4.0,380000.0
133095,23,168.0,4.0,138000.0
133099,11,42.0,1.0,87000.0
133103,46,40.0,1.0,93500.0
133108,49,250.0,5.0,580000.0
133113,39,39.0,1.0,78000.0
133114,39,39.0,1.0,78000.0
133115,32,39.0,1.0,78000.0
133118,39,39.0,1.0,78000.0
133120,58,55.0,2.0,155000.0
133122,15,34.0,2.0,99000.0
133124,8,106.0,3.0,130000.0
133129,54,146.0,4.0,560000.0
133132,12,38.0,2.0,99900.0
133134,12,48.0,2.0,115000.0
133135,12,36.0,2.0,96900.0
133136,12,45.0,2.0,108000.0
133138,12,35.0,2.0,97000.0
133139,54,63.0,3.0,229000.0
133140,54,63.0,3.0,219000.0
133141,12,46.0,2.0,110000.0
133142,54,63.0,3.0,219000.0
133143,54,63.0,3.0,219000.0
133145,12,48.0,2.0,112000.0
133147,12,35.0,2.0,95900.0
133148,12,46.0,2.0,105000.0
133151,12,37.0,2.0,98900.0
133152,12,39.0,2.0,109900.0
133159,54,340.0,5.0,950000.0
133162,54,550.0,6.0,890000.0
133165,34,180.0,4.0,360000.0
133168,32,38.0,1.0,84000.0
133170,32,39.0,1.0,86000.0
133171,39,38.0,1.0,84000.0
133173,32,39.0,1.0,86000.0
133175,39,39.0,1.0,84000.0
133177,39,39.0,1.0,86000.0
133180,32,200.0,7.0,450000.0
133183,39,38.0,1.0,84000.0
133184,32,38.0,1.0,84000.0
133185,32,38.0,1.0,84000.0
133186,27,83.0,3.0,165000.0
133188,39,38.0,1.0,84000.0
133189,32,39.0,1.0,86000.0
133190,39,39.0,1.0,86000.0
133192,32,39.0,1.0,86000.0
133195,32,126.0,4.0,395000.0
133196,32,42.0,1.0,120000.0
133197,32,39.0,1.0,86000.0
133198,39,39.0,1.0,86000.0
133199,32,39.0,1.0,86000.0
133200,39,39.0,1.0,86000.0
133201,54,260.0,6.0,700000.0
133202,32,56.0,2.0,124000.0
133204,39,39.0,1.0,86000.0
133205,32,56.0,2.0,124000.0
133206,50,37.0,2.0,89000.0
133207,8,31.0,1.0,67000.0
133212,39,48.0,2.0,2216165.0
133213,39,48.0,2.0,2216165.0
133214,39,48.0,2.0,2216165.0
133215,39,48.0,2.0,2216165.0
133216,39,48.0,2.0,2216165.0
133217,39,48.0,2.0,2216165.0
133218,39,48.0,2.0,2216165.0
133219,39,48.0,2.0,2216165.0
133220,39,48.0,2.0,2216165.0
133221,39,48.0,2.0,2216165.0
133222,39,48.0,2.0,2216165.0
133223,39,41.0,2.0,1672542.0
133224,39,41.0,2.0,1672542.0
133225,39,41.0,2.0,1672542.0
133226,39,41.0,2.0,1672542.0
133227,39,41.0,2.0,1672542.0
133228,39,41.0,2.0,1672542.0
133229,39,41.0,2.0,1774133.0
133231,39,41.0,2.0,1774133.0
133232,39,41.0,2.0,1804139.0
133233,39,41.0,2.0,1819142.0
133234,39,41.0,2.0,1834146.0
133235,39,41.0,2.0,1159000.0
133236,39,41.0,2.0,1672542.0
133237,39,41.0,2.0,1672542.0
133238,39,41.0,2.0,1672542.0
133239,39,41.0,2.0,1672542.0
133240,39,41.0,2.0,1672542.0
133241,39,41.0,2.0,1672542.0
133242,39,41.0,2.0,1672542.0
133243,39,41.0,2.0,1672542.0
133244,39,41.0,2.0,1672542.0
133267,39,39.0,1.0,1594094.0
133268,39,39.0,1.0,1594094.0
133269,39,39.0,1.0,1594094.0
133270,39,39.0,1.0,1594094.0
133271,39,39.0,1.0,1594094.0
133272,39,39.0,1.0,1594094.0
133273,39,39.0,1.0,1594094.0
133274,39,39.0,1.0,1748043.0
133275,39,39.0,1.0,1748043.0
133276,39,39.0,1.0,1777883.0
133277,39,39.0,1.0,1777883.0
133278,39,39.0,1.0,1594094.0
133279,39,39.0,1.0,1594094.0
133281,56,145.0,4.0,450000.0
133287,37,253.0,3.0,1400000.0
133291,32,60.0,3.0,175000.0
133292,34,60.0,3.0,175000.0
133302,53,287.0,6.0,680000.0
133303,54,75.0,5.0,135000.0
133305,60,175.0,3.0,1150000.0
133318,50,31.0,1.0,152000.0
133319,44,571.0,3.0,490000.0
133321,54,231.0,5.0,795000.0
133322,54,231.0,4.0,795000.0
133328,30,34.0,1.0,90000.0
133345,53,76.0,3.0,300000.0
133386,39,112.0,4.0,300000.0
133389,48,26.0,1.0,66000.0
133391,26,225.0,4.0,330000.0
133392,60,130.0,3.0,835000.0
133396,28,23.0,1.0,58000.0
133404,53,74.0,3.0,279000.0
133407,19,44.0,1.0,65000.0
133408,56,122.0,3.0,299000.0
133409,7,276.0,3.0,260000.0
133410,24,116.0,6.0,205000.0
133413,44,105.0,3.0,188000.0
133466,53,63.0,2.0,225000.0
133467,53,63.0,2.0,219000.0
133468,53,63.0,2.0,226000.0
133469,12,50.0,2.0,102000.0
133471,32,139.0,3.0,250000.0
133474,34,52.0,2.0,163000.0
133475,34,52.0,2.0,156000.0
133476,54,330.0,5.0,1550000.0
133479,41,43.0,1.0,109000.0
133481,38,368.0,5.0,540000.0
133485,32,67.0,3.0,149000.0
133492,7,140.0,4.0,145000.0
133493,36,34.0,2.0,67000.0
133517,28,66.0,2.0,115000.0
133535,39,51.0,2.0,130000.0
133544,54,300.0,5.0,890000.0
133550,53,140.0,3.0,370000.0
133559,54,171.0,5.0,600000.0
133561,32,126.0,4.0,395000.0
133566,54,84.0,3.0,270000.0
133582,53,170.0,4.0,419900.0
133589,54,84.0,3.0,275000.0
133612,56,36.0,1.0,210000.0
133614,51,33.0,1.0,168120.0
133615,51,43.0,1.0,205200.0
133620,39,52.0,1.0,98500.0
